professor_id,professor_name,department,university,quality,difficulty,emotion,class_name,comment,thumbs_up,thumbs_down,review_date
184826,Richard Welch,Economics department,University of Texas at San Antonio,5,2,"<U+0001F60E>
AWESOME",ECO2023,Dr. Welch was one of the funniest and nicest professors I've had. He really cares about his students!! He gives three tests with reviews and you can easily find all the answers in your notes. Attendance is mandatory because he does randomly assign quizzes that have passwords you can only access in class but they are very easy. Sweet guy! Take him!,0,0,"Jan 8th, 2020"
184826,Richard Welch,Economics department,University of Texas at San Antonio,5,4,"<U+0001F60E>
AWESOME",ECO2023,"Prof. Welch is a great dude for Micro, I switched into his class at the beginning of the semester, and thought it was a easy transitions. Make sure to go to the SI sessions for exam reviews, and study lecture notes if you want a good grade on the tests. Also enjoy Prof. Welch's jokes, there the best.",0,0,"Dec 17th, 2019"
184826,Richard Welch,Economics department,University of Texas at San Antonio,5,3,"<U+0001F60E>
AWESOME",ECO2023,"This guy is amazing. If you need to take Micro, most definitely take Welch. Just study your lecture notes and youre guaranteed an A or B, depending on how much you actually study.",0,0,"Dec 15th, 2019"
184826,Richard Welch,Economics department,University of Texas at San Antonio,5,5,"<U+0001F60E>
AWESOME",ECON2023,"Dr. Welch is hands down my favorite professor. He is caring, funny, and explains things well. Lectures can be boring but show up to class for attendance quiz passwords and DO ALL OF THEM. They are extra credit and if 7 are done right, he will round a borderline grade. No mandatory textbook but really beneficial, Econ is hard but do SIsessions/STUDY",2,0,"May 10th, 2019"
184826,Richard Welch,Economics department,University of Texas at San Antonio,5,4,"<U+0001F60E>
AWESOME",ECO2023,"Professor Welch is funny but he is old. His lectures are very long and boring but it is important to take notes! Attendance is not mandatory but I PROMISE YOU, you will wish you had gone to class to get the extra credit attendance. This class was extremely difficult for me. Use the book to expand his lectures and use the Mindtap to practice.",0,0,"May 9th, 2019"
184826,Richard Welch,Economics department,University of Texas at San Antonio,1,5,"<U+0001F616>
AWFUL",ECO2023,You don't have to go to class because he posts a video of it. He has 3 exams that are 85% of your grade and doesn't give extra credit. His tests aren't from the book they're lecture based.,0,4,"Apr 11th, 2019"
184826,Richard Welch,Economics department,University of Texas at San Antonio,4,2,"<U+0001F60E>
AWESOME",ECO2023,"10 random attendance quizzes that are used as extra credit. The lectures are sometimes a bit boring and hard to hear, but he posts every lecture video online. I bought the textbook but used it maybe two times just to help me study. The reviews that he posts for the tests are extremely helpful. Take good notes and study and you'll be fine.",1,1,"Dec 13th, 2018"
184826,Richard Welch,Economics department,University of Texas at San Antonio,5,4,"<U+0001F60E>
AWESOME",ECON2023,PLEASE TAKE HIM!! Best micro professor. You can go to class and write down the notes or watch the lecture videos from home. His notes make it easy to fill out the reviews and the reviews do a GREAT job at preparing you for the tests. Econ is hard but Welch makes it easy. Not hard if you study the reviews. Take him if you want a good chance for A/B,1,1,"Dec 9th, 2018"
184826,Richard Welch,Economics department,University of Texas at San Antonio,5,1,"<U+0001F60E>
AWESOME",ECO2023,"Dr. Welch is a very easy professor for Microecon. He speaks very slowly, posts his lectures online, and has office hours both before and after class. You can most definitely pass by just watching his lectures on BB (which he always posts) but the relaxed vibe of the class is worth showing up.",6,2,"Nov 10th, 2018"
184826,Richard Welch,Economics department,University of Texas at San Antonio,1,4,"<U+0001F616>
AWFUL",ECO2023,"I do not recommend this teacher. Maybe he was good to other people but i loathed this class. He talked way too low, everything seemed unorganized and the SI and TA sometimes didn't know what was going on. I thought this was going to be an easy B but i was wrong. 10 random quizzes so show up when you can. There's way too much material.",1,1,"Oct 30th, 2018"
184826,Richard Welch,Economics department,University of Texas at San Antonio,5,3,"<U+0001F60E>
AWESOME",ECO2023,"Well, well, well, if it isn't my most savage professor. He's very funny with many stories. He sometimes puts brain teasers up to get us going. The exams are all notes heavy, but there were only 3 in total, 2 other big assignments, a too-easy-to-fail quiz & barely any extra credit. His lectures are online as well, but I urge you to actually attend.",2,0,"May 22nd, 2018"
184826,Richard Welch,Economics department,University of Texas at San Antonio,4,4,"<U+0001F60E>
AWESOME",ECO2023,Difficult class but as long as you study what he say in his lectures and take notes you to you will get an A. Gives extra credit for attending lectures.,0,1,"May 22nd, 2018"
214482,Saeid Mahdavi,Economics department,University of Texas at San Antonio,1,5,"<U+0001F616>
AWFUL",ECO2013,He password locks his online quizzes and gives the password out the first minute of class. Think you can get the password from another classmate nope. If your not there the right on time (which is 5minutes early for him) he wont open it. he lectures like everyone in his class has a masters in economics. only review I've ever written he's so bad,0,0,"Jul 1st, 2019"
214482,Saeid Mahdavi,Economics department,University of Texas at San Antonio,1,4,"<U+0001F616>
AWFUL",ECO2023,"""DO NOT TAKE THIS PROFESSOR"" is the best advice I can give anyone looking to take his class. Dr. Mahdavi is a very smart man, but that doesn't come close to make up for his abominable teaching style and class structure which in fact. IS THE WORST I HAVE EVER SEEN. If givin the choice, I would rather have waited a whole year instead of this class",3,0,"May 15th, 2019"
214482,Saeid Mahdavi,Economics department,University of Texas at San Antonio,3,5,"<U+0001F610>
AVERAGE",ECO4303,"I agree with the fellow reviewer for this class. He is smart, and the course is rather well structured. However, his lectures are incredibly dry and if it weren't because I liked the subject and the book I'd probably have dropped the course. Be ready to work for your grade if you take him.",1,1,"Apr 28th, 2019"
214482,Saeid Mahdavi,Economics department,University of Texas at San Antonio,5,2,"<U+0001F60E>
AWESOME",EC02013004,nice professor i love him,1,10,"Feb 18th, 2019"
214482,Saeid Mahdavi,Economics department,University of Texas at San Antonio,4,4,"<U+0001F60E>
AWESOME",ECO4303,"This course isn't easy by any means, but it's clear that Dr. Mahdavi is a really smart guy and if you're committed you can learn a great deal. I think many other reviewers took him for Macro or Micro and were expecting an easier ride to just get the credits, and from taking this class I can see why most people would rather take someone else.",2,26,"Oct 31st, 2018"
239079,Lila Truett,Economics department,University of Texas at San Antonio,3,4,"<U+0001F610>
AVERAGE",ECO2023,She is very monotone. You are only graded by 4 tests all semester. You do NOT need the book. But since you can barley understand what she is saying reading the book helps. The book is actually an easy read. There are 2 reasons I passed. One is the SI sessions and two is going back and looking at notes/book. Stopped going to class 1/2 way thru.,0,0,"May 14th, 2019"
239079,Lila Truett,Economics department,University of Texas at San Antonio,4,4,"<U+0001F60E>
AWESOME",ECON5023,"I think this class gets a bad wrap. I really enjoyed it. I think she was completely fair (and then some) with her tests. It was definitely one of the harder classes in the program, but not unreasonable. Shes also super sweet.",0,0,"May 10th, 2019"
239080,Kenneth Weiher,Economics department,University of Texas at San Antonio,5,3,"<U+0001F60E>
AWESOME",ECO2023,"Professor Weiher has high expectations for his students but teaches the material really well. He posts lecture reviews for each class and review sheets ahead of the tests. Tests and quizzes are somewhat challenging but if you attend class, they are no problem. Take him! You'll learn a lot.",0,0,"Sep 30th, 2018"
923509,Johnathan Rightmyer,Economics department,University of Texas at San Antonio,4,2,"<U+0001F60E>
AWESOME",ECO2023,"Although the lectures were boring, rightmyer's class was pretty straightforward. Just study the powerpoints (which are posted online) and you should be ok. He responds quickly to email. Since the powerpoints are posted online, and he just reads off of them, you really don't even need to go to class.",0,0,"May 20th, 2018"
1186391,Long Liu,Economics department,University of Texas at San Antonio,5,1,"<U+0001F60E>
AWESOME",ECO2023,Take this class .I was super nervous to take microeconomics online turns out it was a piece of cake. You wont really use the textbook since he does his own power point lectures but make sure to listen to the lectures they will come handy for the homework and exams Homework are due every week unlimited attempts He also does exam reviews,0,0,"Apr 28th, 2022"
1186391,Long Liu,Economics department,University of Texas at San Antonio,4,3,"<U+0001F60E>
AWESOME",ECO2023,"He is good professor. You only have 1 homework for the entire semester, but most of your grade comes from the test. The test are pretty easy if you go over the practice problems and go to the SI sessions. Also gives you extra credit points to help pass the class.",0,0,"Apr 1st, 2019"
1186391,Long Liu,Economics department,University of Texas at San Antonio,4,2,"<U+0001F60E>
AWESOME",ECO2023,"Super funny/awkward man, he has an accent but its honestly not that bad. Very good at explaining topics. Made a boring topic bearable. Attendance isn't mandatory. Posts powerpoints on website. Don't really need to go to class to pass. #icecream",0,0,"Dec 14th, 2018"
1186391,Long Liu,Economics department,University of Texas at San Antonio,5,2,"<U+0001F60E>
AWESOME",ECON2023,"He was super cool. All of the content comes from the powerpoints which he posts online and goes over in depth during his lectures so no need to buy a book. Really covers the material well. Grades are all tests except one mini assignment, but if you show up and pay attention they should be A's. 10 points extra credit for attendance. No homework!",0,0,"Dec 10th, 2018"
2398609,Han Lee,Economics department,University of Texas at San Antonio,4,4,"<U+0001F60E>
AWESOME",ECO2023,"Professor Lee is cool, respectful, and very knowledgeable in economics. Microeconomics is not an easy subject for me and Professor Lee's thick accent didn't make it any easier, but he gave his students all the tools needed for success. I never went to class and I was very confused, so I also recommend going to class to receive a good grade.",0,0,"Jul 17th, 2019"
2398609,Han Lee,Economics department,University of Texas at San Antonio,3,5,"<U+0001F610>
AVERAGE",ECO2023,"Id like to start by saying mr. lee is very knowledgeable in his field and is a kind and caring professor. I never felt like he didnt care about his class but, he has a VERY thick accent which makes it difficult to understand his accent when it gets to difficult subjects. Nice guy though :)",0,0,"Jan 16th, 2019"
2398609,Han Lee,Economics department,University of Texas at San Antonio,4,5,"<U+0001F60E>
AWESOME",ECO3013,"Where do I start? First , I actually like Professor Han, he have a wonderful attitude towards teaching. Arguably, you have to be really bad to have failed his class though. first exam mean was 40. He let us retake the exam. Very willing to help. This is Calculus all over again, just calculations for 16 weeks. It's just just too much.",1,0,"Dec 20th, 2018"
2398609,Han Lee,Economics department,University of Texas at San Antonio,2,5,"<U+0001F616>
AWFUL",ECO6013,"I understand that he's a new professor, but he was not a very good professor. For starters, we were taught out of a PhD level book and many students were not prepared for the level of mathematics that this book and class required. Although he was lenient with grades, you were essentially better off teaching yourself or studying with a group.",0,0,"Dec 19th, 2018"
2398609,Han Lee,Economics department,University of Texas at San Antonio,4,4,"<U+0001F60E>
AWESOME",ECO6013,"A very good professor, but the materials we covered in class were beyond our level. I wish if he could gradually build the course from easy to way up! he tried but the materials were advanced and difficult! I appreciate his attitude towards grading scale and grade distribution! I advise if he substitute the book used with easier one!",0,0,"Nov 15th, 2018"
2418816,Yilun Shi,Economics department,University of Texas at San Antonio,1,5,"<U+0001F616>
AWFUL",ECO2023,"I spend more time with the book than going to class, and that's the only way you'll pass. His lectures go by fast and they're overly complicated. His attendance isn't mandatory, but he uses extra credit and pop quizzes as a way to keep people coming. If you're not good with econ to begin with, this class will end 4.0 szn early.",0,0,"Nov 12th, 2018"
2515032,Douglas Mackenzie,Economics department,University of Texas at San Antonio,1,5,"<U+0001F616>
AWFUL",ECO2013,TERRIBLE DO NOT TAKE HIM HE DOES NOT TEACH AND YOU WILL LEAVE KNOWING MAYBE 3 THINGS ABOUT MICRO,0,0,"May 14th, 2020"
2515032,Douglas Mackenzie,Economics department,University of Texas at San Antonio,1,4,"<U+0001F616>
AWFUL",ECO2023,A very nice person but a horrible professor. Most us walked out knowing nothing about Micro. He wrote his own book but that wasn't a huge help. The lectures are veryyy hard to follow.,0,0,"May 7th, 2020"
2515032,Douglas Mackenzie,Economics department,University of Texas at San Antonio,2,4,"<U+0001F616>
AWFUL",ECO2023,"Dr. Makenzie is the toughest intro to Micro professor at UTSA. By the census date, they had to stop people from dropping him. He said himself that he only gave 1-2% percent of students in the WHOLE CLASS an A. The class average was so bad that the Office of Registrar had to curve the whole class, and that's the only reason I got an A in the class.",0,0,"Jan 19th, 2020"
2515032,Douglas Mackenzie,Economics department,University of Texas at San Antonio,1,4,"<U+0001F616>
AWFUL",ECO2023,"Douglas MacKenzie is ready to listen and answer any questions you may have, however, this is a lecture heavy class and is really difficult to follow. Slides are only diagrams and have no references/notes along with them. (Slides are not accessible online) Overall great person but not the best teacher.",0,0,"Jan 16th, 2020"
2515032,Douglas Mackenzie,Economics department,University of Texas at San Antonio,1,4,"<U+0001F616>
AWFUL",ECON238,"requires you to buy the textbook that HE wrote, even though his lectures are exactly like the text book. Only 4 tests go towards ur grade. Takes FOREVER to post grades. Awful Professor, wouldnt recommend.",0,0,"Dec 13th, 2019"
2515032,Douglas Mackenzie,Economics department,University of Texas at San Antonio,1,5,"<U+0001F616>
AWFUL",ECON2023,"Without a doubt one of the worst professors Ive come across in my 3 years of college, nice guy but terrible at teaching I have no idea how he is allowed to teach a college class. Very unprofessional, doesnt reply to emails, his lectures are pointless, takes 3+ weeks to grade 25 question exams, and only posted grades the day before the were due.",0,0,"Dec 13th, 2019"
2515032,Douglas Mackenzie,Economics department,University of Texas at San Antonio,1,4,"<U+0001F616>
AWFUL",ECO2023,"Without a doubt the worst professor I have ever had. Class consists of him droning off about what is supposedly the book (which he wrote, has grammatical and electronic errors, oh and its $114), while clicking through graphs that have zero context to what hes talking about. Does not respond to emails or grade tests correctly. Please dont take him.",0,0,"Dec 11th, 2019"
2515032,Douglas Mackenzie,Economics department,University of Texas at San Antonio,1,5,"<U+0001F616>
AWFUL",ECO2023,"Avoid at all costs. Wrote his own textbook which exams are based entirely upon, costs $100 and his lectures are useless & pointless since you have to teach yourself. Very hard class because of him, save yourself time and money and take another professor, avoid him at all costs.",0,0,"Nov 19th, 2019"
2515032,Douglas Mackenzie,Economics department,University of Texas at San Antonio,1,5,"<U+0001F616>
AWFUL",ECO2023,Prof. Mackenzie's Microeconomics class has been one of the worst experiences I've had with a professor. His lectures are extremely confusing and boring. You learn more from watching 30 minutes worth of a youtube video compared to 2 weeks in Mackenzie's class. TEST HEAVY. There are NO other grades in this class aside from the 4 tests he gives out,0,0,"Nov 18th, 2019"
2515032,Douglas Mackenzie,Economics department,University of Texas at San Antonio,1,5,"<U+0001F616>
AWFUL",ECON2013,This guys lectures are terribly boring only showing graphs and no words or context to take notes on. His textbook is written by himself and is the only way to take effective notes on the material. Tests are unnecessarily hard and even reading the textbook doesnt help much at all. He obviously knows the material well yet doesnt teach well at all.,1,0,"Nov 4th, 2019"
2515032,Douglas Mackenzie,Economics department,University of Texas at San Antonio,5,5,"<U+0001F60E>
AWESOME",ECO5023,"Economics is a tough subject, be prepared to listen in class. Reading the chapter before class also helped.",0,1,"Oct 17th, 2019"
2515032,Douglas Mackenzie,Economics department,University of Texas at San Antonio,1,4,"<U+0001F616>
AWFUL",ECO2023,"professor uses his online book which is $100 + tax, MANY grammatical errors, multiple description errors, the format used for the book is fidgety and sometimes won't let you highlight or copy the words. The lectures are no help at all, test questions come from reading. Chapters are hard to read and very repetitive, not worth the effort or time",1,0,"Oct 15th, 2019"
2515032,Douglas Mackenzie,Economics department,University of Texas at San Antonio,1,4,"<U+0001F616>
AWFUL",ECO2013,"Lectures are dry and slides are sparse. It's very difficult to pay attention as he lacks intonation. He doesn't post his slides, expecting students to use the book (that he wrote) to access the lectured graphs. The book isn't user friendly; some areas highlighting is not functional, nor can you copy/paste text. Exams include drawing graphs.",1,0,"Oct 2nd, 2019"
2515032,Douglas Mackenzie,Economics department,University of Texas at San Antonio,1,5,"<U+0001F616>
AWFUL",ECO2023,"Bad prof. Its so hard to understand the point hes trying to make; it always seemed like he was talking about three different things in one sentence. He only had 4 tests for the overall grade. I dropped his class within the 2nd week of the semester and it was the best decision ever. Seems like a nice guy, but a horrible prof. Do not take him.",1,0,"Sep 29th, 2019"
2515032,Douglas Mackenzie,Economics department,University of Texas at San Antonio,1,5,"<U+0001F616>
AWFUL",ECO2023,"Wrote his own $100 textbook which students must buy if they actually want him to learn. Lectures are pointless, always goes off-topic and does not lecture well at all. Avoid taking him at all costs.",2,0,"Sep 17th, 2019"
2515032,Douglas Mackenzie,Economics department,University of Texas at San Antonio,1,5,"<U+0001F616>
AWFUL",ECO5003,"He is one of the worst professors I have ever encountered at UTSA. His lectures go off on a tangent and simply are all over the place. Everyone is confused during every class lecture as he does not explain concepts and ideas well. Also, it seems like he only cares about getting paid rather than actually teaching students. Please do not take him!!!",2,0,"Sep 17th, 2019"
2549848,Taylor Lathrop,Economics department,University of Texas at San Antonio,4,3,"<U+0001F60E>
AWESOME",ECO2003,"i took prof. lathrop's class at the downtown campus in spring 2020 :l as u can probably guess our class was interrupted by covid 19, but all around it was a pretty easy class. i will say that his lectures were kind of monotone and long but i just have a short attention span; his lectures arent bad. pretty easy A if you pay attention and read",0,0,"Aug 29th, 2020"
2634501,Chris Jenrette,Economics department,University of Texas at San Antonio,3,3,"<U+0001F610>
AVERAGE",ECO2013,Middle of the road approach to teaching. Encouraging outside of class.,0,0,"Nov 24th, 2020"
383409,Fathali Firoozi,Economics department,University of Texas at San Antonio,4,2,"<U+0001F60E>
AWESOME",ECO2013,This class is easy if you read the textbook and take good notes. His lectures are pretty average I don't necessarily feel like they add much content-wise that you can't teach yourself. He assigns homework that are exactly the same as the tests so I pretty much used the homework as a study guide and did great on each exam.,0,0,"Apr 7th, 2023"
383409,Fathali Firoozi,Economics department,University of Texas at San Antonio,5,1,"<U+0001F60E>
AWESOME",ECO2013,Online zooms were available but not mandatory. He is a bit hard to understand but overall is a great teacher. Goes over all material and answers any questions you have. Only 3 homework and 3 exams for the entire semester. Homework had unlimited tries so easy A. Exams were similar to homework.,0,0,"Dec 1st, 2022"
383409,Fathali Firoozi,Economics department,University of Texas at San Antonio,5,3,"<U+0001F60E>
AWESOME",ECO2013,"Plenty of online resources and easy to follow. Can be difficult to understand, but material was fairly easy. No issues taking this class in 5 weeks in the summer.",0,0,"Nov 1st, 2022"
383409,Fathali Firoozi,Economics department,University of Texas at San Antonio,2,2,"<U+0001F616>
AWFUL",ECO3113,"The tests weren't too bad, most of the answers you could find online. This class is just boring and it's hard to understand him. If this class was in person I wouldn't take him again. You only have three tests and three homework for your overall grade.",0,0,"May 4th, 2021"
383409,Fathali Firoozi,Economics department,University of Texas at San Antonio,5,2,"<U+0001F60E>
AWESOME",ECO2013,(Fall 2020) Great professor to take if you just want an easy Economics credit. 3 homework assignments (unlimited attempts on each question) and 3 exams. You can find the answers to the exams online easily. Lectures are not mandatory,0,0,"Dec 12th, 2020"
383409,Fathali Firoozi,Economics department,University of Texas at San Antonio,4,2,"<U+0001F60E>
AWESOME",ECO2013,This class was really easy online all we do is answer a couple questions each week.,0,0,"Nov 21st, 2020"
383409,Fathali Firoozi,Economics department,University of Texas at San Antonio,3,2,"<U+0001F610>
AVERAGE",ECO2013,"Classes are very boring and he's hard to understand; took attendance randomly maybe 4 times the whole semester. 4 tests but he drops the lowest one. Tests are 80% straight from the online homework. The last 3 tests we got a cheat sheet. He posts all his powerpoints on blackboard and in class he reads straight from them. It's not hard, just boring.",0,0,"May 14th, 2019"
383409,Fathali Firoozi,Economics department,University of Texas at San Antonio,5,4,"<U+0001F60E>
AWESOME",ECO3113,"Graded only on tests and a few homework and posts pages from the books for you to study on your own. If you don't, then you probably won't do very well. As with any math class, w/o practice it will be hard to follow lectures. I suggest attending office hours for help and after tests, since he's willing to give back credit if you prove urself",0,0,"Apr 28th, 2019"
383409,Fathali Firoozi,Economics department,University of Texas at San Antonio,5,1,"<U+0001F60E>
AWESOME",ECO2013,easy A. all i gotta say.,0,0,"Apr 23rd, 2019"
383409,Fathali Firoozi,Economics department,University of Texas at San Antonio,5,5,"<U+0001F60E>
AWESOME",ECO6113,"This is a shockingly difficult class. Firoozi goes over concepts from linear algebra and calculus at a very basic level, but tests you on these concepts at a much more advanced level. At least take Calculus II before taking Mathematical Economics. He says he takes into consideration students with a lower math background, but this isn't always true.",0,0,"Dec 8th, 2018"
383409,Fathali Firoozi,Economics department,University of Texas at San Antonio,5,3,"<U+0001F60E>
AWESOME",ECO6113,"One of the Greatest Professors in the Eco Dept, I love the way he teaches and I aspire to be like him when I become a professor! he is simply Wonderful! the material wasn't that heavy! I was concerned at first but I wish If I took his undergrad course it would be a piece of cake!",0,0,"Nov 15th, 2018"
383409,Fathali Firoozi,Economics department,University of Texas at San Antonio,4,2,"<U+0001F60E>
AWESOME",ECO2013,"Great class if you just need the economics credit, its SUPER easy. But if you wanna actually learn economics, dont take this class.",5,4,"May 27th, 2018"
1518593,Donald Lien,Economics department,University of Texas at San Antonio,5,4,"<U+0001F60E>
AWESOME",ECO3253,"This class is definitely challenging, but overall rewarding. The questions on the written exams were often vague, but due to the self study nature of the class it was not an issue. Additionally, on the midterm exam he gave students who got less than a B a optional redo.",1,0,"May 6th, 2021"
1518593,Donald Lien,Economics department,University of Texas at San Antonio,1,1,"<U+0001F616>
AWFUL",ECO3253,He cannot clearly define what he wants from an assignment. We have a midterm and a final paper (3-6pgs) and he made the whole class do the midterm again because nobody understood it. He's also from asia and there is a huge communication barrier. Do not take him.,0,2,"May 4th, 2021"
1518593,Donald Lien,Economics department,University of Texas at San Antonio,5,2,"<U+0001F60E>
AWESOME",ECO4233,"I took Behavioral Economics and Finance with Dr. Lien almost two years ago. This class is very different from any other economics class offered at UTSA. Expect lots of reading and writing weekly papers. Although not essential for success in this class, it definitely helps to have taken Intermediate Micro, Math Econ, and even Econometrics.",0,0,"Dec 8th, 2018"
1333164,Yue Hu,Economics department,University of Texas at San Antonio,5,3,"<U+0001F60E>
AWESOME",ECO2013,Super easy course. Took her for both Macro and Microeconomics. 4 tests and the lowest grade gets dropped. Easy A,0,0,"Dec 13th, 2021"
1333164,Yue Hu,Economics department,University of Texas at San Antonio,4,1,"<U+0001F60E>
AWESOME",ECO2023,"Just 4 quizzes and she drops the lowest one. One a month. throughout the semester. Simple go to office hours, watch the videos, and do the practice questions and you're good!",0,0,"Nov 30th, 2021"
